Name	Formula	Mass	Frequency [meV]	Reference_Alpha	Reference_ZPR
mp-23025	LaClO	0.738755721081	0.183907	2.91005	-133.790468
mp-23033	Sr2NCl	0.5697230400000001	0.122707	2.325014	-100.519824
mp-23036	K2SeBr6	0.312677798976	0.402994	3.069427	-42.302057
mp-23040	Ca2PI	0.47955763500100007	0.130322	1.460547	-42.775074
mp-23054	NaBiO3	0.355033647409	0.294124	1.625385	-81.457841
mp-23056	Sr2BrN	0.5590208963290001	0.132383	2.187606	-85.604263
mp-23059	Rb2SnCl6	0.47580196665599994	0.475038	5.527245	-84.873776
mp-23060	Cs2PtI6	0.32150487619600004	0.550139	1.695224	-12.783582
mp-23067	K2PdCl6	0.597493442529	0.30953	4.100188	-57.711914
mp-23070	BaBrF	0.5203963182250001	0.231786	3.649034	-98.63079
mp-23091	Ba2BiSbO6	0.36267374617599996	0.372907	1.828883	-95.530685
mp-23092	Ba2TaBiO6	0.532749630609	0.386815	2.267887	-142.887516
mp-23097	K2Os(Cl2O)2	5.763014794384001	0.33521	27.103136	-432.823529
mp-23116	CuBiSeO	0.143199425889	0.332999	0.514186	-14.823625
mp-23120	Cs2NaYCl6	2.394038263824	0.437019	14.39967	-253.838943
mp-23127	Ba2BiSbO6	0.34921717491599996	0.346166	1.764528	-94.174253
mp-23137	Ba2YBiO6	0.46456492810000005	0.306134	2.877048	-127.518329
mp-23167	TlCl	0.214252339876	0.063319	2.275216	-45.14998
mp-2319	P2Os	0.773462204089	0.155058	0.431442	-19.874145
mp-23193	KCl	0.434752972164	0.042709	4.32329	-110.091983
mp-23197	TlI	0.5316757639209999	0.081505	3.617517	-37.749617
mp-23209	SrCl2	0.3724563252639999	0.081113	3.357314	-94.243005
mp-23214	CaCl2	0.9083462371840001	0.228365	5.044753	-160.009284
mp-23222	Li3Bi	0.36132481660900007	0.099099	0.511177	-14.571766
mp-23231	AgBr	0.18120261104099997	0.054341	1.237721	-19.289511
mp-23251	KBr	0.368191676944	0.047625	3.809327	-75.178441
mp-23259	LiBr	0.338878829689	0.035987	2.588413	-108.258088
mp-23260	BaI2	0.554847704161	0.728197	4.059317	-50.670835
mp-23268	NaI	0.25683610409999996	0.046002	2.374021	-50.637683
mp-23289	KCl	0.385555306761	0.046192	4.552918	-112.684569
mp-23295	RbCl	0.415845709321	0.0469	4.687903	-98.436436
mp-23299	RbCl	0.35588264048099993	0.049298	4.445946	-93.251925
mp-23302	RbI	0.26801018380899994	0.06333	3.750568	-44.995478
mp-23303	RbBr	0.30384569328399996	0.057937	4.269716	-63.95214
mp-23350	Rb2PtCl6	0.694493889769	0.40326	5.164447	-61.609526
mp-23353	Cu2HgI4	0.151356790116	0.34511	0.449794	-5.646921
mp-23364	CsLiCl2	0.402449403321	0.358258	4.236205	-114.934452
mp-2340	Na2O2	0.767963032225	0.371264	4.434811	-208.839176
mp-23405	Cs2TeBr6	0.395664902361	0.543727	3.171151	-40.687088
mp-23406	Cs2PtCl6	0.8354051400249999	0.398968	5.368364	-61.229771
mp-23425	Cs2PbCl6	0.455623650001	0.44147	3.987506	-58.648614
mp-23432	BaClF	0.549630959641	0.214036	3.957022	-126.453911
mp-23465	Cs2TeCl6	0.6243433437160001	0.457121	4.679411	-81.003511
mp-23475	Rb2PbCl6	0.3792712225	0.373889	4.769878	-63.859778
mp-23484	CsAuCl3	0.27904806249999997	0.522108	0.782007	-6.312418
mp-23485	Ag2HgI4	0.191774802241	0.387428	1.081307	-11.628238
mp-23513	K2PtCl6	0.6229787041000001	0.315731	5.513369	-75.762949
mp-2352	Na2O	0.319350442321	0.063504	1.925421	-100.826827
mp-23550	KBrF4	1.316772315049	0.455475	7.865795	-276.754446
mp-23703	LiH	0.386293325625	0.019829	1.120302	-149.813121
mp-2371	Ga2Te5	0.157933118464	0.303345	0.352719	-5.247086
mp-23737	KMgH3	0.349336556209	0.096865	1.283068	-152.563997
mp-23804	Mg2FeH6	0.947618530849	0.171285	2.28083	-118.47931
mp-23818	BaLiH3	0.37013595854400005	0.08949	0.973296	-110.246726
mp-23859	CaHCl	0.6248570494410001	0.155289	2.476109	-126.200352
mp-23860	SrHCl	0.5348713598010001	0.169445	2.528441	-117.10443
mp-23861	BaHCl	0.5320360304639999	0.182954	2.501178	-109.796656
mp-23862	BaHI	0.47361924000000005	0.215389	1.965315	-65.435742
mp-23870	NaH	0.547873834225	0.021307	2.123224	-234.560889
mp-239	BaS3	0.686756949264	0.289783	1.777586	-36.525104
mp-23949	RbCaH3	0.485972111689	0.119838	2.552051	-199.142119
mp-23956	K2MgH4	0.45451058227600005	0.163222	1.633695	-177.57624
mp-2400	NaS	0.47049996490000007	0.304157	1.991937	-55.57776
mp-24007	Rb2HBrO	0.38314490616899993	0.4363	4.527208	-103.050593
mp-24066	SrHClO	0.40195219600900006	0.259183	3.198622	-123.327833
mp-24084	KH	0.530898762384	0.02289	2.447692	-235.174985
mp-241	CdF2	0.373250127364	0.064025	2.971052	-138.013113
mp-24292	Sr2H6Ru	0.699846018624	0.193101	2.748957	-99.130214
mp-24341	CsBeH3	0.695067361849	0.299204	3.799283	-178.862801
mp-24423	SrHBr	0.5124612664959999	0.188032	2.422439	-92.442362
mp-24424	BaHBr	0.512276590225	0.201435	2.410287	-87.961042
mp-24428	KH2N	0.43475033473600005	0.209305	4.408446	-158.052273
mp-2455	As2Os	0.5453261254439999	0.189823	0.395048	-12.4827
mp-24589	K2HBrO	0.406132171225	0.391475	4.340902	-117.260734
mp-2469	CdS	0.11185078248099999	0.033712	0.399122	-14.17201
mp-2472	SrO	0.5366968992160001	0.033194	2.903218	-165.582918
mp-24721	RbH	0.471500582281	0.023618	2.309073	-208.300681
mp-2490	GaP	0.348765838096	0.027909	0.167685	-8.070815
mp-2517	Ca2Si	0.2835882008999999	0.451906	0.385902	-11.568499
mp-252	BeTe	0.386835485521	0.024122	0.175395	-10.916465
mp-2530	Li2Te	0.35723692224900006	0.061974	1.022644	-42.124361
mp-25305	Y2Ti2S2O5	1.1461222660409998	0.342256	1.881604	-129.659876
mp-2534	GaAs	0.024174652324000002	0.032984	0.006524	-0.21911
mp-2542	BeO	0.597391413921	0.064006	1.71233	-229.984324
mp-2552	TeO3	0.442499022436	0.195742	1.50118	-89.088777
mp-2574	ZrO2	0.823922920804	0.150463	2.458455	-166.96711
mp-2576	Sr2Ge	0.213377477184	0.584923	0.418034	-6.875202
mp-2600	BaTe	0.833377281025	0.057325	2.681301	-42.509148
mp-2605	CaO	0.588172421776	0.029004	2.57975	-176.982796
mp-2624	AlSb	0.373618005049	0.029916	0.101484	-4.133882
mp-2646	Mg3Sb2	0.292290528321	0.171066	0.520529	-13.61729
mp-2657	TiO2	0.857270440321	0.162413	1.86859	-166.813735
mp-2659	LiN3	1.8583905799840004	0.08495	8.16609	-421.814922
mp-2667	CsAu	0.23767282528899997	0.066732	1.288397	-11.931629
mp-267	Te2Ru	2.335147678161	0.200394	0.542296	-15.803854
mp-2672	K2O2	1.0096250496010002	0.26838	5.183989	-194.943499
mp-2691	CdSe	0.047837126088999996	0.040298	0.09355	-2.173321
mp-2695	Sb2Os	0.734263899664	0.215758	0.439152	-10.853402
mp-2697	SrO2	0.643715777761	0.095211	3.780122	-176.625097
mp-27138	K2PdBr4	0.9042260244639999	0.321391	4.475054	-67.530827
mp-27193	RbIO3	0.6311778140890001	0.151578	3.638714	-111.554837
mp-27207	K2MgCl4	0.399649023684	0.296391	6.043493	-133.068503
mp-27227	LiAg3O2	2.025791429809	0.443557	1.145874	-46.647672
mp-27243	K2PtBr4	0.814990061824	0.321784	4.630259	-67.436821
mp-27255	Ga2TeS2	0.38003526089999995	0.388724	0.831106	-21.645843
mp-27294	Ca3AsBr3	0.787210788001	0.318603	2.478197	-66.747013
mp-27300	RbAuBr3	0.20605153704100002	0.584908	1.099842	-8.522297
mp-27303	NaAg3O2	1.602388881025	0.490193	1.008699	-36.298829
mp-27315	CaTiF6	68.600319765961	0.303158	48.945968	-2946.721278
mp-27369	RbGeCl3	1.0662441732810002	0.476303	6.708164	-120.332942
mp-27385	KTlCl4	0.6291852769440001	0.607237	6.455973	-98.460065
mp-2741	CaF2	0.549924581761	0.060459	4.315382	-249.361219
mp-27419	LiBiF6	1.2816073905609997	0.24746	6.213044	-287.14672
mp-27420	NaBiF6	1.340144261316	0.274541	7.24466	-252.500998
mp-27421	RbBiF6	1.1528875230759998	0.294298	10.350873	-218.424096
mp-27422	CsBiF6	1.2022091812089999	0.303268	10.363153	-201.682432
mp-27456	BaBr2	0.6480990621160001	0.649138	4.869534	-79.161747
mp-27546	CaClF	0.642346146225	0.182593	3.854461	-164.489405
mp-27549	K2AgBi	0.174418157956	0.415631	0.753851	-9.424172
mp-27562	Na2Pd3O4	2.803745964721	0.265974	1.062751	-43.593023
mp-2758	SrSe	0.411449122249	0.043045	1.814983	-44.823664
mp-27608	Be4TeO7	0.304877352649	0.26671	1.213625	-129.167359
mp-27678	Y2Cl3	1.597382543376	0.38533	1.393463	-34.562762
mp-27691	K2PtBr6	0.414202939396	0.378548	3.829118	-42.105266
mp-27716	KTlO	0.39198618374399996	0.22616	1.314228	-52.506265
mp-27791	SrBe3O4	0.47405428225600005	0.411003	2.617412	-174.282408
mp-27827	Rb2TiCl6	2.650755196996	0.415921	8.781676	-195.599146
mp-27828	Cs2TiCl6	2.7105671044	0.405183	8.465053	-185.140016
mp-27829	Rb2SeCl6	0.5374722656250001	0.427245	3.943757	-76.264619
mp-27830	Cs2SeCl6	0.622465771225	0.420414	4.014571	-78.922245
mp-27831	Rb2ZrCl6	2.6014947972250004	0.358642	12.2337	-215.041943
mp-27839	K2TiCl6	2.6521685883040003	0.328273	10.079044	-224.734269
mp-2784	Na2Te	0.20678846759999997	0.087087	1.36406	-30.598247
mp-27869	Ba2PCl	0.48514568257600005	0.146025	2.090319	-53.793025
mp-27882	Cs2GeCl6	0.616159061764	0.398022	4.551945	-83.216624
mp-27904	FeSbS	4.369579845316	0.380387	0.664004	-27.050038
mp-27985	YClO	0.521952786369	0.172655	2.674539	-117.098359
mp-27999	K5CuSb2	0.1897212249	0.398477	1.395534	-17.746158
mp-28020	AlCuCl4	0.39668834822399995	0.488368	1.634867	-49.05082
mp-28069	Ca3AsCl3	0.8664593822440001	0.282502	2.863773	-93.013486
mp-28075	K2Ti2O5	2.940175513636	0.409452	36.741484	-369.064316
mp-28084	Rb2PdBr6	0.40758903432899996	0.492342	2.12319	-20.876571
mp-28110	Rb2PtI6	0.28896752824899996	0.446899	1.988022	-14.950722
mp-28111	K3NO3	5.4387370521000005	0.568648	21.540498	-268.497293
mp-28145	Rb2PdCl6	0.6863741395290001	0.398726	4.071052	-50.976201
mp-28171	K3IO	0.311102910756	0.205057	3.000581	-86.515717
mp-28237	RbLiBr2	0.361671134881	0.643392	57.844519	-99.331099
mp-28243	RbLiCl2	0.432942944256	0.347117	8.731916	-124.946835
mp-28264	RbH3O2	0.43994301152400006	0.319475	4.170979	-204.084795
mp-28270	KCuS	0.638979607044	0.525063	2.632309	-47.643755
mp-28295	CsIO3	0.5749415460009999	0.380269	3.812474	-109.757573
mp-28302	K4CdP2	0.26596196122500004	0.304086	1.367639	-29.135748
mp-28377	CsGeI3	0.208409597361	0.306471	0.994584	-15.871192
mp-28423	Ga2TeSe2	0.348470618596	0.439402	0.807726	-16.052978
mp-28453	CsAuI3	0.191349379225	0.677507	0.400416	-2.180481
mp-2853	GaN	0.23719627278400002	0.029855	0.791802	-62.634801
mp-28553	Ca2IN	0.6963068025	0.314645	1.882082	-84.494805
mp-28554	Ca2AsI	0.45891005004099994	0.140176	1.431421	-35.152184
mp-2858	ZrO2	1.7595836790489998	0.322603	2.747843	-223.919895
mp-28591	Na4HgP2	0.22642656064900002	0.278138	0.850889	-23.348229
mp-28599	Na4Br2O	0.30684841572099997	0.273284	3.51586	-90.030919
mp-28602	Na3ClO	0.348293546896	0.172916	4.585746	-129.882426
mp-28603	NaLiSe	0.22342732776100002	0.442509	1.38888	-43.965139
mp-28627	K4Br2O	0.38310776784899997	0.338416	5.713236	-114.271345
mp-28650	CsBr2F	0.577063564609	0.142372	8.26665	-157.45537
mp-28797	YHSe	0.263612418624	0.054527	0.382572	-20.171774
mp-288	PtS	1.130942917764	0.101897	0.193917	-3.177747
mp-28872	RbBrO3	1.054217616001	0.148912	8.132161	-199.079928
mp-28873	CsBrO3	1.201507553689	0.151755	9.016624	-204.474067
mp-2894	ScSnAu	0.586916871025	0.079315	0.079765	-1.862449
mp-28994	KLi2As	0.221043843409	0.277101	1.135852	-23.983789
mp-29025	Li5Br2N	0.3496865436489999	0.243515	1.876075	-77.099158
mp-29091	Ti(CuS)4	0.786217382721	0.307827	0.113155	-5.280163
mp-29138	KAuSe2	0.9612449457610001	0.389468	2.237739	-30.13724
mp-29149	Li4NCl	0.431752812241	0.149447	1.761007	-99.463513
mp-29151	Li5NCl2	0.456161107609	0.235168	2.286615	-120.625974
mp-29163	Ag2TeS3	0.37969258086399993	0.554603	0.515669	-11.161327
mp-2918	YCuO2	0.799132299364	0.260594	1.880504	-100.731762
mp-2920	LaAlO3	0.835123650201	0.306138	2.827725	-190.370853
mp-29208	Ca(MgBi)2	0.038326675984000004	0.185551	0.131132	-3.132768
mp-29209	Ba(MgBi)2	0.041379289560999996	0.20484	0.151104	-2.731508
mp-29266	CsS	0.6785475876	0.157169	3.658381	-70.453068
mp-29342	Ca3PCl3	0.8625895650490001	0.267657	2.679631	-97.002945
mp-29364	Li5SbO5	0.546679826884	0.277362	2.779476	-203.93979
mp-29396	Cu2PbO2	0.40712056359999993	0.378135	0.815767	-21.911401
mp-29398	Cs2HfI6	1.315776467329	0.623735	5.913841	-64.517201
mp-29403	GaCuI4	0.807708423076	0.279848	1.29178	-20.820228
mp-29463	LiBeN	0.5992911913210001	0.259159	1.393619	-127.61817
mp-29484	K4HgAs2	0.253007994001	0.336636	1.308365	-21.573778
mp-29506	CsBiO2	0.80694289	0.312752	5.708982	-155.949569
mp-29529	NaSnP	0.28809734200899995	0.242298	0.431802	-11.291363
mp-29585	K4CdAs2	0.229118267569	0.333275	1.220899	-20.155084
mp-2961	MgSiP2	0.34572988814399996	0.223345	0.308926	-15.685799
mp-2964	NaNO2	2.9181043965159996	0.095234	19.185047	-588.589953
mp-29678	AgBiS2	0.2982765456090001	0.142484	0.486799	-11.807146
mp-29750	CsMgBr3	0.29241921456399994	0.526591	4.39416	-61.701267
mp-29751	CsMgI3	0.49887522872100004	0.612765	5.68331	-62.615271
mp-29754	SrLiN	0.238647882256	0.164747	0.740473	-38.866422
mp-2979	ZnGeN2	0.18274599014399998	0.441392	0.498864	-41.079027
mp-30004	Rb4Br2O	0.3623329674809999	0.408378	6.887094	-104.181617
mp-30041	RbBiS2	0.27250070425600004	0.137796	1.335573	-34.72068
mp-30056	CsCaBr3	0.32285692202499994	0.282774	6.202816	-79.003153
mp-30062	Cs2PtBr6	0.533171594596	0.460036	3.250959	-29.857659
mp-30250	YAgO2	0.6397840182250001	0.288585	1.6486	-94.42235
mp-30251	YAuO2	0.46460037145599997	0.291605	1.300214	-62.002391
mp-30315	Ca3BN3	0.365975391681	0.190333	1.574511	-90.009552
mp-30373	RbAu	0.257887246276	0.06013	1.075115	-12.005039
mp-3038	Al2HgSe4	0.16051160832100003	0.265964	0.594931	-13.664954
mp-304	Ca2Ge	0.29289635760099997	0.492999	0.441927	-9.58985
mp-3042	K2SiF6	0.566635573504	0.303948	6.889129	-240.385661
mp-30456	SrLiBi	0.351949122009	0.537241	0.672648	-11.664628
mp-30459	ScNiBi	1.0215266184360001	0.074327	0.176799	-5.07136
mp-30460	YNiBi	1.0400981019039999	0.081896	0.114963	-2.728093
mp-3056	NaTlO2	0.22553475902500003	0.103456	1.105315	-58.28602
mp-3070	Na2CO3	0.618624721729	0.324077	5.111657	-234.696456
mp-3074	KAgO	0.6212797333690001	0.479204	2.118012	-64.011213
mp-3078	CdSiAs2	0.0501491236	0.298287	0.055469	-1.43089
mp-30847	TiSnPt	0.6253330084000001	0.074295	0.225901	-6.389468
mp-30988	KBiO2	0.7435733622490001	0.265091	3.051103	-123.68476
mp-3104	BaZrN2	0.393139032064	0.259917	1.140498	-52.446442
mp-31149	Ca3BiN	0.5216782865290001	0.156838	0.922227	-35.833709
mp-31212	K2MgF4	0.545332033156	0.222262	5.846047	-244.835134
mp-31235	BaNaBi	0.061580904024999994	0.4551	0.329846	-4.487847
mp-31451	ZrCoBi	1.8904187556249998	0.073728	0.524	-17.290978
mp-31454	TaSbRu	0.31254025680900005	0.075521	0.268881	-9.262359
mp-31468	LiCaN	0.297520066116	0.331956	0.948905	-58.987478
mp-315	PbF2	0.7848205818010001	0.076438	5.140026	-204.966268
mp-3159	Al2CdSe4	0.18081800152900002	0.249678	0.526445	-16.271136
mp-3163	BaSnO3	0.14783948100099997	0.139208	1.203736	-63.605481
mp-3167	Hg2GeSe4	0.042368870568999996	0.30789	0.063954	-0.920939
mp-3216	Li2ZrN2	0.9040624756839999	0.101231	1.531413	-108.118557
mp-3247	Cs2TiS3	1.286963189136	0.535099	4.197992	-100.30314
mp-32616	Ga2S3	0.22334036292099999	0.343877	0.774416	-24.421566
mp-3277	BAsO4	0.6710083608009999	0.115701	2.091083	-190.600737
mp-3288	CsNO2	3.4658486990410005	0.511866	78.736935	-741.856434
mp-32880	CuBr	0.110070005824	0.043344	0.209274	-4.196352
mp-3349	Sr3Ti2O7	0.8360194642809999	0.399844	2.361315	-179.410554
mp-33526	LiBiS2	0.578615806224	0.33366	0.891839	-28.858386
mp-33588	Ca2NF	0.36430640208399995	0.23805	1.833202	-105.053137
mp-3359	Ba2SnO4	0.3777147222250001	0.217062	2.25443	-113.490721
mp-3395	SrSeO3	1.2211774947610001	0.323776	6.218386	-218.735219
mp-34126	Cu4SnP10	0.175065254464	0.524975	0.11343	-1.33678
mp-34169	Zn(InSe2)2	0.09940652294400001	0.279771	0.306093	-7.118985
mp-3419	RbAuF4	3.4064903662240003	0.495093	14.922607	-283.407594
mp-3427	LiAlO2	0.475793689284	0.393959	2.219622	-188.393464
mp-34293	CsTaN2	0.47442202108900006	0.316528	3.281941	-76.804497
mp-3432	ScNiSb	1.0143914089	0.071085	0.250483	-7.897963
mp-3448	KMgF3	0.512080497604	0.137283	5.03255	-242.072761
mp-34579	Na3HfF7	0.610087528561	0.369915	8.145301	-270.905529
mp-3486	KSnSb	0.08949670559999999	0.283269	0.155167	-2.266728
mp-34932	CaHN	0.33410712039999996	0.049113	1.625389	-97.681188
mp-35015	NaBiSe2	0.467220096225	0.391752	1.619903	-19.657652
mp-35152	Sr2H5Rh	0.571879275529	0.180593	1.075077	-31.724662
mp-3519	ZrSO	0.895760030916	0.351787	1.329927	-75.258373
mp-35220	PHN2	0.653285844121	0.147005	1.524378	-148.316612
mp-3524	LiPN2	0.44640972332100004	0.158435	1.230652	-129.379365
mp-35777	Mg(InTe2)2	0.09328992835599999	0.311378	0.209419	-4.293041
mp-3589	BPO4	0.582162896016	0.108675	1.792382	-224.457343
mp-3595	ZnSiAs2	0.3901251600000001	0.270342	0.113102	-3.968975
mp-36066	PNO	1.239664013604	0.112868	2.733482	-280.576162
mp-36111	LiMgP	0.31892336128900006	0.057257	0.617762	-30.510244
mp-3614	KTaO3	2.558905716964	0.153511	4.786916	-389.546005
mp-3637	YOF	1.8944219044	0.153841	4.721314	-301.917606
mp-3642	ScCuO2	0.9821305506250001	0.248107	1.607709	-105.361757
mp-36508	SnHgF6	0.5186765168640001	0.2652	4.137886	-150.616468
mp-3654	RbCaF3	0.501456594496	0.188558	7.933548	-242.045149
mp-36582	NaHS	0.311845181761	0.060432	2.415769	-68.489907
mp-3666	LiTaO3	10.229007751524	0.262708	9.465961	-754.695629
mp-3668	CdGeP2	0.0738317584	0.274049	0.069366	-2.598732
mp-370	CdS	0.21743569	0.040695	0.846725	-26.886301
mp-3700	LiYF4	0.6182629722090001	0.350328	4.614059	-262.100414
mp-37091	Sr(AlTe2)2	0.270548740449	0.29589	0.821919	-16.301025
mp-37153	AgAsF6	0.573736562116	0.191445	4.389593	-132.204081
mp-37216	CdPbF6	0.631586236176	0.270068	4.389878	-149.490453
mp-3731	LiNbO3	1.3307237449	0.260849	3.254377	-261.34247
mp-3744	NaNbO2	1.0216155625	0.222658	0.629152	-35.635464
mp-3748	AlCuO2	0.757608345649	0.081841	1.017882	-83.991842
mp-3762	VCu3S4	1.6942198308840002	0.245415	0.171042	-7.406695
mp-3772	Cd(GaSe2)2	0.13005976704400002	0.265644	0.390746	-9.811336
mp-37906	LiMgN	0.37821516006399997	0.047665	0.999552	-78.914134
mp-380	ZnSe	0.0952771689	0.135801	0.298453	-9.105572
mp-38011	KHS	0.369144950329	0.06512	3.171699	-74.100258
mp-38117	Ba(GaTe2)2	0.2066157025	0.325263	0.572129	-9.213391
mp-3813	Ba2ZrS4	0.34727566860099995	0.318698	1.494883	-44.404402
mp-3821	K2PtF6	4.0079119085290005	0.322001	14.560867	-376.970188
mp-3834	BaZrO3	1.0953150443289998	0.149102	3.562928	-235.70815
mp-3839	GaCuTe2	0.032498354529	0.331466	0.012969	-0.238417
mp-3915	BaHgO2	0.5921348670090001	0.116726	3.096473	-106.09041
mp-3924	LiNbO2	2.295646189321	0.214372	1.428777	-85.653119
mp-3953	CaCO3	1.7915635110489998	0.256183	8.194513	-375.801162
mp-3980	LiSbF6	1.059742595844	0.238932	6.167755	-325.245171
mp-3982	KCuO2	1.7357351057289998	0.238194	4.761305	-155.453094
mp-4002	Li2ZrF6	4.740382726564	0.254857	12.365422	-815.381552
mp-4009	BaPdS2	0.5281074241	0.311927	2.227871	-35.509531
mp-4035	RbReO4	2.531672401129	0.438458	9.584285	-218.173806
mp-4043	NbCu3Se4	1.1610191800360001	0.297987	0.114009	-3.396541
mp-4047	Cs2SiF6	0.5018645637760001	0.31653	6.729582	-174.81233
mp-406	CdTe	0.053845346116000004	0.044188	0.135791	-2.677533
mp-4081	TaCu3Se4	1.3445492452090002	0.300184	0.12437	-3.742219
mp-4124	CaCN2	0.617690680489	0.076383	2.519871	-147.831478
mp-4156	Li2ZrO3	0.7924453576360001	0.330378	3.091613	-230.054504
mp-4175	ZnSnP2	0.065864602881	0.264633	0.057585	-2.270267
mp-4187	Ge2N2O	0.32009116675599997	0.247247	1.039499	-83.053607
mp-4190	CaSnO3	0.37205608129599993	0.265963	1.781784	-119.235502
mp-4200	ScPO4	2.945562117696	0.28983	4.9862	-395.565092
mp-422	BeS	0.378586706436	0.021865	0.460761	-38.247038
mp-4236	BaZnO2	0.363675333025	0.415405	2.074003	-102.218278
mp-4280	GaCuO2	0.47711760316900004	0.090333	0.851152	-58.445694
mp-4342	KNbO3	0.5319003692250001	0.117289	4.667098	-151.342439
mp-4359	Sr2PdO3	0.9210490423690001	0.164783	2.045591	-94.883191
mp-4360	NaCdF3	0.49755389062499994	0.334887	4.081269	-182.551023
mp-4385	CdCO3	0.663796379169	0.264442	3.936812	-158.573234
mp-4405	Rb3AuO	0.253055278116	0.295189	2.295779	-38.263687
mp-4406	CaSO4	0.529097666881	0.327634	3.311794	-191.622767
mp-441	Rb2Te	0.29248519076100005	0.117385	2.45665	-32.882854
mp-4452	Cd(GaS2)2	0.208405945225	0.229326	0.649045	-22.96539
mp-4495	KLiTe	0.235893804721	0.226506	1.479938	-34.680664
mp-4497	Si2N2O	0.46166453268100005	0.210754	1.266561	-145.033867
mp-4511	La2SO2	0.954101121961	0.137106	2.349643	-127.232223
mp-4514	NaNbO3	22.913664859683998	0.293804	12.788332	-1063.215257
mp-4524	ZnGeP2	0.38269689062499995	0.248632	0.120596	-5.360904
mp-4531	NaNO3	2.6262471249000003	0.287406	12.228069	-385.211327
mp-4533	Na2SiO3	0.46628412249999995	0.326996	2.891236	-177.791796
mp-4547	La2TeO2	0.5859871880040001	0.157345	1.679368	-60.170569
mp-4555	Ca(AsO3)2	0.465979621129	0.214901	2.074138	-149.121256
mp-4586	LiAlTe2	0.3845488144	0.30195	0.638034	-22.468897
mp-4609	HfSiO4	3.5542957606559997	0.302901	6.132513	-453.115933
mp-463	KF	0.5377728889000001	0.036325	5.609998	-218.989404
mp-4636	ScCuO2	0.7544138449	0.089427	1.331682	-87.892229
mp-4651	SrTiO3	3.330307457569	0.557207	38.485235	-395.553277
mp-4666	CdSiP2	0.3550610569	0.2524	0.203184	-8.550284
mp-468	AlF3	0.549641338884	0.208151	3.583812	-284.694224
mp-4690	K3TaO8	1.5903505102809998	0.400755	11.877346	-275.611556
mp-470	GeO2	0.234173727225	0.131246	1.232535	-100.036789
mp-4763	ZnSiP2	0.38681558302499996	0.230121	0.145406	-7.455977
mp-4782	CaSnF6	0.7812756744039999	0.273386	5.785299	-269.714022
mp-4809	Ga2HgS4	0.183030808041	0.238473	0.67754	-19.453817
mp-4824	NaZnP	0.33002037667600004	0.202647	0.652614	-22.675328
mp-487	MnP4	1.489710568369	1.106953	0.295538	-15.037692
mp-4961	Na2HgO2	0.848766051225	0.148707	2.46584	-105.251363
mp-4979	AlCuS2	0.20093164851599998	0.248987	0.28435	-14.302378
mp-5012	Li2SiO3	0.5573025617290001	0.279868	2.470319	-217.555842
mp-5020	BaTiO3	14.545078067601002	0.126835	9.248048	-740.729087
mp-5038	CsGaS2	0.31273148217600005	0.339549	2.879925	-50.600763
mp-504535	InHO2	0.232689499641	0.181442	1.234185	-98.577618
mp-5046	BeSO4	0.620594177284	0.115553	2.145551	-228.706691
mp-504729	Cs2PdF6	3.1988431379610005	0.338247	15.751706	-281.515534
mp-5048	LiGaTe2	0.808114698304	0.322182	0.96046	-22.762344
mp-504838	CsPS3	1.1652036669159997	0.404846	3.894635	-67.331711
mp-505297	NbSbRu	0.28318575110399996	0.072226	0.218693	-7.888083
mp-505634	Cs2Te3	0.901643303401	0.599628	1.672513	-18.129519
