Name	Formula	Mass	Frequency [meV]	Reference_Alpha	Reference_ZPR
mp-7622	KSO4	13.524079800099999	NaN	NaN	NaN
mp-7631	SiC	0.5979232950250001	0.28578	0.42368	-50.021001
mp-7639	Na2CuP	0.310615614241	0.286069	0.792288	-20.572447
mp-7642	K2AgAs	0.40678884000000004	0.356612	1.472055	-24.550313
mp-7643	K2AgSb	0.426786517521	0.38498	1.454381	-20.927679
mp-7650	RbScO2	0.6743431618560001	0.270554	2.702543	-181.833678
mp-766	As2Ru	0.828147320676	0.185624	0.375931	-13.098854
mp-7667	K2S3	0.7284946833610001	0.404128	2.545265	-57.769402
mp-7670	K2Se3	0.962127536161	0.472903	1.535132	-27.594871
mp-768368	K4I2O	0.33266593998399996	0.327209	3.423991	-78.23877
mp-7684	Tl3AsSe3	0.215907986281	1.217434	48.468842	-8.664511
mp-770932	LiSbO3	0.43556436072900007	0.2471	1.79158	-132.907953
mp-772290	LiAgO	0.709824785121	0.380213	0.8936	-56.251222
mp-773137	KCaBi	0.15978567182399997	0.277839	1.141178	-14.124815
mp-7738	LaSeF	0.377030384784	0.208649	1.587535	-50.515546
mp-774907	KLiZnS2	0.254861406244	0.151767	1.675237	-48.774727
mp-7752	Sr3SbN	0.38930486724900004	0.190453	1.135845	-36.972547
mp-776532	HfO2	0.7228859515289999	0.155244	2.579178	-202.926252
mp-7770	Sr(ZnAs)2	0.210988642225	0.186615	0.257369	-6.543316
mp-7773	Na2AsAu	0.133444820601	0.340252	0.474301	-8.946863
mp-7774	Na2SbAu	0.329676930625	0.364245	0.635326	-10.374064
mp-7786	CsCu3S2	0.521250788529	0.226414	1.421824	-17.561868
mp-7801	CaGeN2	0.3068694657639999	0.200644	1.103058	-71.270605
mp-7825	K2GeF6	0.6645494096010001	0.303528	7.25812	-241.03299
mp-7848	AlPO4	0.570259074025	0.128541	2.625975	-216.254675
mp-7849	AlAsO4	0.580365141489	0.133171	2.63876	-177.591446
mp-7863	Rb2Sn2O3	0.46976630602499997	0.290065	23.882931	-168.649623
mp-7886	Cs2RbYF6	0.47057542022499993	0.403694	11.063571	-219.164348
mp-7891	Mg3As2	0.08169421568400001	0.15293	0.358626	-11.129544
mp-7895	Rb2O2	0.6697736496090001	0.121959	3.987079	-139.018029
mp-7896	Cs2O2	0.560623567504	0.128544	3.388269	-107.068123
mp-7903	Cs2ZrF6	3.7189772562250005	0.367589	17.567519	-504.930968
mp-7906	Al2HgS4	0.24747540596099998	0.224206	0.910155	-28.892569
mp-7907	Al2ZnSe4	0.184824327744	0.23824	0.450613	-16.151229
mp-7908	Al2ZnTe4	0.320300534401	0.273827	0.382156	-11.151229
mp-7909	Al2CdTe4	0.200868001489	0.284788	0.344532	-8.804359
mp-7910	Al2HgTe4	0.27201753180900007	0.296337	0.472502	-9.050458
mp-7911	KCuO	0.593160288561	0.445022	2.301922	-63.349678
mp-7914	NaScO2	1.1874221167209997	0.090203	3.478402	-259.289562
mp-7921	MgPdF6	6.383182038015999	0.21921	8.24367	-452.542026
mp-7931	SrP	0.37353121358400004	0.461607	0.891168	-27.193372
mp-7936	LiNbS2	0.530163103129	0.242752	0.248021	-10.268995
mp-7937	NaNbS2	0.5556942116010001	0.266199	0.253465	-6.11037
mp-7938	KNbS2	0.914656966129	0.27578	0.346512	-6.902057
mp-7939	NaNbSe2	0.5178932439039999	0.308652	0.228913	-4.990532
mp-7940	KNbSe2	0.8074585965690001	0.318513	0.298013	-5.375804
mp-7955	Li3Sb	0.27663181776400003	0.261001	0.513939	-17.798444
mp-7956	Na3Sb	0.06392553722499998	0.351308	0.324018	-5.683691
mp-7958	KLaO2	0.864020443729	0.112844	3.791997	-212.216813
mp-7972	RbLaO2	0.707242314529	0.122331	3.439096	-182.909252
mp-7979	K2PdF6	4.214566749481	0.312608	14.169232	-367.269808
mp-7988	Cs2O	0.361378917904	0.104476	1.89604	-63.414856
mp-8000	SrSn(BO3)2	0.673929348624	0.246278	3.615399	-184.876834
mp-8016	AlCuSe2	0.10783014062499999	0.287677	0.155369	-5.951093
mp-8017	AlCuTe2	0.09881277902499999	0.314379	0.099234	-3.197073
mp-8039	AlF3	0.5545572385959999	0.084746	3.836821	-297.106956
mp-804	GaN	0.169061591241	0.083911	0.459394	-40.72633
mp-8041	Rb2S	0.33392680249600004	0.100487	2.440415	-61.111855
mp-8042	ZrGeO4	1.0290661960410001	0.307119	2.609964	-182.721717
mp-8058	YAsO4	0.472258958521	0.341899	2.305517	-146.588359
mp-8062	SiC	0.30480226392100007	0.018398	0.3253	-38.557623
mp-8098	InGaO3	0.19104766809999998	0.295468	1.035118	-69.86737
mp-8127	K2Mg(CO3)2	1.1079983382250003	0.310664	5.268163	-282.982413
mp-8145	RbScO2	0.641245405284	0.102999	2.644329	-172.248268
mp-8147	K2As2Pd	0.47908961856899995	0.447526	1.661072	-22.516104
mp-8161	CaPdF4	1.8760506961000003	0.37897	5.540301	-261.682156
mp-8175	KTlO2	0.295292254464	0.109546	1.352019	-68.814194
mp-8176	RbTlO2	0.270919209001	0.119504	1.309578	-62.512363
mp-8177	HgF2	0.2677752009	0.070048	1.974465	-78.936
mp-8180	LiNO3	4.161338884096	0.247179	9.525436	-572.587374
mp-8187	K2ZnO2	0.36559678531600004	0.35265	3.390745	-124.869591
mp-8188	KScO2	0.818375338881	0.095337	2.979226	-207.304729
mp-8200	AgP2	0.49208401116899997	0.435424	0.059497	-1.190036
mp-8207	Zn(PtO2)3	1.479441640329	0.268304	0.730588	-19.917421
mp-8208	Mg(PtO2)3	1.3124016512010002	0.257242	0.577777	-21.89973
mp-8212	Cd(PtO2)3	1.7590239435239998	0.273039	0.523461	-15.083703
mp-8217	Cs2GeF6	0.6290853362009999	0.333383	7.493483	-178.463088
mp-8224	CaSnF6	0.771514532881	0.198329	5.98464	-274.688819
mp-8235	K2SiP2	0.768141814969	0.369967	1.949875	-52.317776
mp-8248	Rb2TeO3	1.233270217729	0.471359	13.538654	-242.865721
mp-8256	ZnPtF6	2.964206125969	0.227978	5.504402	-243.132989
mp-8257	Na2ZnS2	0.24021663416100003	0.379446	1.829886	-55.756756
mp-8262	K2P3	0.6452041365160001	0.401943	1.893421	-38.400415
mp-8267	KPS3	0.7790780837160001	0.38795	3.408753	-61.963636
mp-827	KN3	1.224849079441	0.241627	6.33291	-192.054484
mp-8276	Sr(ZnP)2	0.462323843136	0.165846	0.49112	-17.653827
mp-8277	Sr(CdP)2	0.09135506250000001	0.176339	0.232312	-7.613725
mp-8278	Ba(MgP)2	0.4964372038889999	0.149778	0.879023	-29.346153
mp-8279	Ba(CdP)2	0.186327765649	0.185467	0.304134	-9.241727
mp-8280	Ba(MgAs)2	0.47957010009999995	0.168669	0.834967	-20.450413
mp-8289	SnF3	0.48785754702399997	0.217222	4.505298	-165.390215
mp-8291	BaTiF6	4.047689300769001	0.232534	14.178629	-582.626818
mp-8298	Sr4P2O	0.292082959809	0.286195	1.603813	-42.289204
mp-8299	Sr4As2O	0.2710680921640001	0.302963	1.73765	-32.436882
mp-830	GaN	0.15660698169599999	0.022003	0.42475	-37.406258
mp-8300	Ba4As2O	0.214037620164	0.359029	1.868922	-23.205789
mp-8311	Si3NiP4	0.48754189056400005	0.213215	0.127884	-4.180137
mp-8335	Ba2ZrO4	0.699685406784	0.227883	2.913543	-165.211716
mp-8361	CsTe	1.0387686400000002	0.477257	2.698481	-28.587694
mp-8399	CsCdF3	0.39865206932099995	0.178088	4.248388	-142.64379
mp-8402	RbMgF3	0.4644695104	0.137425	4.046248	-202.875956
mp-8405	Li3LaSb2	0.260001069409	0.199507	0.395408	-8.962442
mp-8407	Li3LaP2	0.31098244496399996	0.166309	0.595341	-20.661187
mp-8409	KYO2	0.710200594756	0.102414	3.133307	-193.96947
mp-841	Li2O2	1.107682576225	0.205212	4.178614	-298.929506
mp-8411	Na2AgAs	0.22780574409999998	0.332123	0.652414	-12.805461
mp-8426	K2Se	0.31467836544399996	0.09405	2.402115	-49.025587
mp-8430	KLiS	0.338277171456	0.18783	2.060534	-75.009673
mp-8446	K2CuP	0.417773493316	0.31865	1.543653	-32.097471
mp-8452	NaLiS	0.30685173936400006	0.176791	1.978953	-73.044952
mp-8454	KF	0.495558273681	0.039231	5.69283	-220.461526
mp-8455	CsF	0.9471922046440001	0.050443	8.27298	-232.671619
mp-8459	CdSO4	0.43356430393600004	0.349587	3.93258	-151.812742
mp-856	SnO2	0.1726984249	0.144838	1.002339	-64.965906
mp-8579	Ba(AgS)2	0.15002375424099998	0.204481	0.60507	-16.794186
mp-8615	NbBO4	4.638367693969	0.268247	3.69665	-346.058237
mp-861937	Ba2AsAu	0.159303958641	0.175799	0.231383	-3.93752
mp-862631	Ba2SbAu	0.23142257209599998	0.192625	0.275163	-3.848645
mp-862868	PbBr2	1.145623434244	0.317146	5.045931	-86.171742
mp-862871	PbCl2	0.632053620324	0.26743	4.219156	-109.525734
mp-862947	Ba2BiAu	0.17911686128399998	0.208571	0.204221	-2.262972
mp-864954	MgMoN2	0.926315777209	0.192358	0.368354	-23.451903
mp-865185	Mg(BeAs)2	0.30740593136399996	0.134422	0.487091	-18.85579
mp-865427	KSrCO3F	0.607746535561	0.223801	7.433183	-236.42065
mp-865500	Na2Hf2O5	0.45512293838400003	0.285288	3.04057	-170.381514
mp-8658	CsNaSe	0.23651978688900002	0.27297	2.202548	-37.567231
mp-866132	Na2TlSb	0.095528591929	0.173682	0.320992	-2.876506
mp-866141	TiFe2Si	1.1876989138559997	0.087507	0.209415	-10.316406
mp-866291	AgBr	0.172084758561	0.048586	0.874886	-15.058212
mp-867169	Sr2SnHg	0.177942236224	0.179169	0.039485	-0.457302
mp-867193	Sr2BiAu	0.2265379216	0.188064	0.130764	-1.819491
mp-867194	Sr(MgAs)2	0.504564446929	0.160788	0.803116	-22.38728
mp-867203	Sr2CdAs2	0.09209343396099999	0.446017	0.316569	-7.111054
mp-867261	RbSrCO3F	0.561363574564	0.214863	5.217148	-194.132117
mp-867300	Rb2Hf2O5	0.677177576464	0.301837	2.900591	-194.86616
mp-867335	K2SbAu	0.346278110116	0.405741	1.473046	-18.770275
mp-867339	CsK2Bi	0.06905753294400001	0.185443	0.494789	-4.062985
mp-867699	Li4TiS4	1.1215339506250002	0.27132	1.83895	-96.962263
mp-867730	Cs2SnO3	0.3775733809	0.482299	3.806858	-102.299566
mp-8697	ScBO3	1.4187930591609998	0.228063	3.725826	-292.226893
mp-8703	Na3SbSe4	0.47767864644899993	0.358351	1.944071	-35.705569
mp-8724	K2TeO3	1.6273543596840003	0.452246	11.273986	-281.981853
mp-8751	RbLiS	0.31309844070400006	0.203754	1.976999	-66.409845
mp-8752	Na4CdP2	0.18905451841600002	0.276499	0.69837	-19.883118
mp-8753	K4HgP2	0.293451890944	0.308344	1.48293	-30.985667
mp-8756	KLiSe	0.26617654192900003	0.209334	1.791809	-49.689635
mp-8759	Cs2ZrO3	0.860545654336	0.477079	5.184621	-165.349804
mp-8789	Ca4As2O	0.288366852004	0.248135	1.079137	-32.334447
mp-8799	RbNaS	0.271254514041	0.233524	2.369946	-60.606498
mp-8812	Rb2GeF6	0.645053135104	0.335436	7.836679	-206.844625
mp-8818	Ca2ZnN2	1.6936705909210001	0.131372	2.149329	-119.661968
mp-8857	Cs2As2Pd	0.6596266062759999	0.522605	2.612254	-25.415983
mp-886	Ga2O3	0.23394924448899998	0.271485	1.284167	-89.662999
mp-8861	Rb2MgF4	0.483328067524	0.233718	4.930921	-198.510688
mp-8873	LiGeBO4	0.5911287848010001	0.142648	2.161292	-195.28576
mp-8874	LiSiBO4	0.575653003524	0.135895	2.232554	-230.696619
mp-8880	AlP	0.430431781329	0.098058	0.284272	-17.122871
mp-8881	AlAs	0.379783782756	0.112415	0.237849	-11.391092
mp-8882	GaP	0.21124870592400002	0.108652	0.124966	-6.001577
mp-8884	ZnTe	0.08598324644100001	0.149346	0.19018	-4.819749
mp-8891	K2Zr(BO3)2	1.0154794441000001	0.310921	4.057555	-255.283533
mp-8922	Cd(SbO3)2	0.226464629689	0.237631	1.341801	-73.170691
mp-8930	K2GeAs2	1.205806040464	0.45101	2.184316	-39.202243
mp-8931	Rb2SnAs2	0.15816608540100002	0.513446	1.084485	-14.607596
mp-8932	Cs2SiP2	0.6031603699560001	0.436363	1.973475	-39.707621
mp-8934	Cs2SnAs2	0.190193676544	0.539406	1.246625	-15.649001
mp-8978	CsNbN2	0.45076453210000006	0.262211	2.206625	-75.936414
mp-9008	RbTeAu	0.759695276025	0.306009	2.088506	-21.45352
mp-9010	RbAuS	0.43485847584399995	0.275848	3.402693	-40.025352
mp-9062	RbS	0.6358946048999999	0.571047	3.880873	-79.125687
mp-9063	RbSe	0.570864869136	0.676725	3.579221	-53.370768
mp-9064	RbTe	0.459353195536	0.573662	2.615236	-32.814369
mp-9107	NaZrCuS3	0.686662479801	0.467127	1.365594	-44.677218
mp-9124	LiZnAs	0.052916101225	0.06743	0.088394	-2.771017
mp-9126	Sr(SbO3)2	0.40446547257599996	0.239504	2.219594	-123.357062
mp-9143	LiPF6	0.8155697419210001	0.211116	5.837185	-381.511987
mp-9144	LiAsF6	1.2132515815290001	0.221127	6.823051	-384.896703
mp-9166	MgCN2	1.0299205225	0.073244	3.205322	-223.943409
mp-9195	BaCuSeF	0.46980605977600004	0.383397	1.550845	-42.48699
mp-9200	K3AuO	0.34462300611599994	0.225904	2.270468	-52.162777
mp-9205	KSeO2F	1.8268712179239999	0.378619	12.928325	-331.807825
mp-924129	ZrNiSn	0.6330080019240001	0.071752	0.173533	-5.513985
mp-924130	TiNiSn	0.8466097729959999	0.068124	0.206868	-7.378461
mp-9244	LiBC	1.800247443289	0.124587	0.37382	-31.817994
mp-9250	RbLiSe	0.25117638062500003	0.225508	1.788646	-43.955722
mp-9259	Ba2Mg(BO3)2	0.5082321132159999	0.3106	2.965906	-155.31007
mp-9262	Cs2PtF6	2.635174315684	0.348762	15.480498	-262.624554
mp-9268	KSe	0.5599528899999999	0.633158	3.138183	-61.223959
mp-9273	K3Sb2Au3	0.222600901636	0.409473	0.70384	-6.775478
mp-9274	Rb3Sb2Au3	0.31498584769599997	0.456023	1.874082	-11.852889
mp-9295	TaCu3Te4	1.090506098529	0.329318	0.139218	-2.089814
mp-9306	Sr2ZnN2	0.3484092286439999	0.149856	1.441156	-62.835959
mp-9307	Ba2ZnN2	0.9870124452249999	0.178319	2.985524	-104.308782
mp-9317	KZrCuS3	0.8673886075689999	0.468668	1.715243	-55.689376
mp-9321	Ba2HfS4	0.349837943841	0.300589	1.499571	-45.085306
mp-9348	KRb2ScF6	0.5251234197160001	0.344793	7.181392	-224.138025
mp-9361	RbLaS2	0.7016206663840001	0.133753	2.634655	-85.067171
mp-9382	SrZrN2	0.246445723489	0.104743	0.611923	-37.403738
mp-9383	SrHfN2	0.255504975625	0.106026	0.681801	-41.936922
mp-9384	CsAu3S2	0.37616142239999995	0.270421	1.757692	-13.743658
mp-9385	RbAu3Se2	0.28682130024899993	0.291821	1.1315	-9.069059
mp-9386	CsAu3Se2	0.325544419225	0.297286	1.296934	-9.548338
mp-9437	NbFeSb	0.31137627612100005	0.067663	0.218289	-9.550057
mp-9486	K2AlF5	0.608658987556	0.254075	6.920353	-263.432309
mp-9514	Mg(AlC)2	0.3956787409	0.105129	0.791841	-55.769894
mp-9517	SrTiN2	0.34253629075599995	0.226413	0.744781	-46.361183
mp-9562	LiBeAs	0.38660041998399997	0.160863	0.54635	-24.968377
mp-9564	Ca(MgAs)2	0.526504067236	0.154558	0.789047	-25.061766
mp-9565	Ca(MgSb)2	0.40044723048099995	0.167549	0.553755	-15.106963
mp-9566	Sr(MgSb)2	0.408246879364	0.177267	0.612075	-14.516411
mp-9567	Ba(MgSb)2	0.447078112321	0.185676	0.651151	-13.678974
mp-9569	Ca(ZnP)2	0.4637501040640001	0.157638	0.48442	-19.053741
mp-9570	Ca(CdP)2	0.110389398001	0.170835	0.26714	-9.291602
mp-9571	Ca(ZnAs)2	0.249664112896	0.175406	0.285939	-8.233161
mp-9573	NaBeAs	0.538058925625	0.200401	0.776516	-22.894153
mp-9575	LiBeSb	0.553472017849	0.167034	0.320414	-12.665189
mp-9610	Li2CN2	0.809584253361	0.095649	2.607133	-207.514282
mp-961646	TiTeOs	0.170979769009	0.07192	0.165453	-5.249265
mp-961648	KBaP	0.42162685158400004	0.091358	1.617917	-36.072336
mp-961649	ZrFeTe	0.850491572841	0.069102	0.44313	-17.479059
mp-961657	YNiP	0.911253523216	0.069566	0.179617	-5.170553
mp-961659	TiSiPd	1.1693567514240002	0.063479	0.236092	-8.678968
mp-961660	TiFeSe	0.602025465409	0.064176	0.344003	-16.236135
mp-961661	ZrSiPd	0.7866412771840001	0.06722	0.195298	-6.07217
mp-961673	TiFeTe	0.656778955561	0.065736	0.366067	-16.435546
mp-961675	ScNiP	1.7299220202249999	0.063135	0.313688	-11.52472
mp-961678	ScCoTe	0.807129747216	0.069142	0.368587	-12.331024
mp-961682	TiSnPd	0.917513021161	0.073844	0.19826	-5.971342
mp-961683	LiMgP	0.49162674792100003	0.063743	1.067549	-43.639463
mp-961684	LiCaAs	0.581291880625	0.067545	0.999117	-34.084003
mp-961685	NaCaAs	0.179019533449	0.077334	0.662251	-18.314207
mp-961687	ZrSnPd	0.593226524944	0.07788	0.16967	-4.569322
mp-961693	ZrInAu	0.34321084896399995	0.083235	0.070144	-1.599598
mp-961698	LiZnP	0.22628953860099998	0.060998	0.273736	-11.648509
mp-961706	TiSiPt	0.5388675737759999	0.063939	0.215136	-7.78596
mp-961713	ZrSnPt	0.860011407424	0.078024	0.289797	-7.114802
mp-961774	BaNaSb	0.28614368577599997	0.098987	0.895822	-13.003319
mp-9636	CsSbF6	0.894053455936	0.291614	9.881349	-202.947983
mp-9664	K3BP2	0.7538059684	0.491951	3.239264	-74.785302
mp-966800	InP	0.051185895049	0.126067	0.088036	-3.615445
mp-9672	K2NiP2	1.0928256166889998	0.388998	2.188601	-39.044733
mp-9675	Cs3BP2	0.532443117969	0.611043	2.78129	-50.881534
mp-9687	K2PAu	0.312294321889	0.348984	1.637634	-27.123558
mp-971	K2O	0.3894121928409999	0.076592	2.733185	-115.296108
mp-9718	Rb3BAs2	0.431897381721	0.605707	2.599862	-38.957561
mp-9720	Rb3BP2	0.5349971592249999	0.557897	2.834797	-56.874145
mp-972937	ScAlCO	0.6031727961640001	0.200984	0.798052	-57.496198
mp-9731	RbAuSe	0.39185346432400003	0.326968	2.793854	-29.842673
mp-973185	ScAgO2	0.691583508225	0.097055	1.325363	-91.131615
mp-9732	BaNaP	0.32648310376899997	0.367196	1.005598	-29.306166
mp-974381	Rh2S3	1.360132065009	0.287866	0.107148	-3.636194
mp-974603	HgF2	0.9063706412249999	0.223964	4.048686	-119.902433
mp-975115	RbTcO4	2.5049171322489996	0.439359	9.809317	-219.333422
mp-975140	RbZn4P3	0.29790528124900006	0.32907	0.739752	-19.780683
mp-9755	HfGeO4	0.46520857184399994	0.311865	1.920877	-129.661094
mp-976280	LiBr	0.393637034025	0.131898	1.888143	-88.303614
mp-976876	K2PtC2	0.31478944572100004	0.151912	1.570694	-28.158182
mp-9774	Ba4Sb2O	0.178423449604	0.332996	0.780008	-13.381265
mp-9775	NaSrAs	0.10740826382400001	0.372347	0.602619	-12.899429
mp-9778	K2AgP	0.397884669961	0.33483	1.538542	-31.083728
mp-9780	RbHfAgTe3	0.8470772554239999	0.638743	1.448138	-20.818822
mp-978846	SnI2	0.777396653401	0.324559	2.523644	-40.339307
mp-978847	SrGaGeH	0.391909804729	0.101342	0.128648	-5.235222
mp-979137	SrGaSiH	0.4054072646559999	0.094522	0.200829	-9.832177
mp-9794	Rb2GeSe3	0.991468275625	0.641936	5.297844	-63.965513
mp-980057	SrAlGeH	0.346182787129	0.095887	0.254457	-10.577788
mp-981	SrF2	0.509519005636	0.065125	4.509311	-213.645011
mp-9812	ZnCO3	0.6937840459690001	0.241109	3.361844	-178.059123
mp-9821	RbSbF6	0.8736416573439999	0.279675	9.830688	-220.108488
mp-983565	CuBSe2	0.44430356672099997	0.251859	0.110781	-5.134938
mp-9839	K2LiAlF6	0.561487955625	0.307813	5.190589	-276.618239
mp-9844	BaAl2B2O7	0.5385211456000001	0.340492	4.016852	-191.688198
mp-9845	RbCaAs	0.222597127204	0.258975	1.621581	-24.161211
mp-9846	RbCaSb	0.23036448136899998	0.281522	1.510193	-19.849751
mp-984761	CsRb2Sb	0.12554974889999998	0.197112	1.253828	-12.218795
mp-9855	KHfCuS3	0.6996101263290001	0.47758	1.794694	-54.585185
mp-985586	Na3BrO	0.2930598225	0.168173	3.007831	-88.613833
mp-9856	Cs2ZrSe3	0.846219689604	0.647393	4.054173	-62.68882
mp-9881	KAuSe	0.371687754244	0.301199	2.244301	-31.481428
mp-989400	Rb2NaGaF6	0.518165306569	0.359304	5.450014	-200.599104
mp-989405	Cs2LiInBr6	0.31633650384399997	0.605603	3.515541	-72.474443
mp-989407	YWN3	1.931152136281	0.277798	1.715248	-121.162724
mp-989513	SrWN3	0.975245127025	0.286569	1.369316	-82.143706
mp-989514	Cs2NaSbCl6	0.562789537249	0.464496	5.90746	-113.080443
mp-989520	Rb2NaBiCl6	0.580625712144	0.335839	12.793791	-146.499184
mp-989522	Mg6Bi2PN	0.026067394115999995	0.325903	0.035081	-0.788069
mp-989523	Rb2NaAsF6	1.2921960155040002	0.439841	8.225805	-325.170838
mp-989526	Cs2KTlF6	0.7580523182440001	0.406857	10.111389	-224.669058
mp-989527	Cs2NaNF6	1.5452677757439999	0.332282	16.475076	-541.174597
mp-989529	KRb2InCl6	0.48148194432099994	0.305263	13.693223	-146.333154
mp-989531	Cs2KGaF6	0.47550678490000003	0.390635	5.607694	-171.147695
mp-989532	Rb2TlInF6	0.636685901476	0.501267	12.274527	-224.0459
mp-989535	Cs2AlInH6	0.5567831000410001	0.28049	1.110502	-95.635169
mp-989536	Cs2LiNF6	1.8648551664089998	0.301966	15.351303	-522.569661
mp-989537	Cs2TlInF6	0.733188037696	0.408616	8.71422	-196.650432
mp-989538	Cs2InBiF6	0.588850577956	0.41863	5.020298	-158.232265
mp-989539	Rb2AlTlH6	0.41425828964100003	0.287227	1.120032	-101.720173
mp-989541	Rb2NaSbF6	1.4281899147609998	0.38829	12.369743	-337.980753
mp-989545	Rb2NaSbCl6	0.5583153120250001	0.451997	10.338273	-137.048885
mp-989547	Rb2NaInCl6	0.41715193212900004	0.444402	7.179988	-113.363207
mp-989548	Rb2NaTlF6	0.696537129744	0.368308	8.798553	-233.454099
mp-989558	Cs2TlGaF6	1.021081956196	0.473256	7.968033	-226.011106
mp-989561	NaTl2GaF6	0.5238661737960001	0.411202	5.753814	-168.947387
mp-989562	Cs2LiTlF6	0.809719224336	0.385845	6.03716	-242.01756
mp-989563	Rb2NaTlCl6	0.39477345610000003	0.50164	7.675996	-106.478179
mp-989565	Rb2TlGaF6	0.7126145472250001	0.372886	8.960276	-225.890216
mp-989566	Rb2InGaF6	0.6418108791610001	0.358309	7.215326	-198.846224
mp-989567	Cs2RbTlF6	0.696638953201	0.499266	12.153732	-223.453237
mp-989570	Cs2CaSnCl6	0.575144774689	0.5064	7.211506	-129.61393
mp-989571	Cs2NaInCl6	0.42324783062500004	0.545347	5.001086	-96.020173
mp-989575	Cs2AlTlH6	0.552804146064	0.287447	1.290274	-108.522659
mp-989579	Rb2LiTlCl6	0.4090753681	0.44068	4.697	-107.776075
mp-989583	Rb2LiInCl6	0.48116280828100005	0.406421	5.07275	-128.072372
mp-989605	Cs2RbInF6	0.5011478947240001	0.404617	9.213766	-193.328445
mp-989608	Cs2NaAsCl6	0.5277978910089999	0.516182	4.263422	-106.983985
mp-989610	Cs2NaInH6	0.34339014002500007	0.275571	1.318702	-119.260635
mp-989616	CaWN3	1.3685490225	0.276222	1.380705	-85.302109
mp-989618	Cs2RbGaF6	0.448034777316	0.499254	6.476773	-170.514192
mp-989629	CsRb2GaF6	0.47180825568900003	0.335926	11.626809	-221.200807
mp-989638	CaTcN3	0.7539309972639999	0.258517	0.506692	-20.455239
mp-989639	Cs2KInF6	0.5369035111689999	0.368975	7.760571	-193.833791
mp-989642	Cs2NaAlH6	0.377660640681	0.252918	1.510026	-125.36851
mp-989643	LaCoN3	2.1771887809	0.288544	1.216053	-42.167371
mp-9900	Ag2GeS3	0.10363441792900001	0.520594	0.277228	-7.269872
mp-9915	LiBeP	0.37162800976899996	0.14451	0.578886	-30.814823
mp-991652	VCu3Te4	1.547926640649	0.313604	0.295488	-3.687697
mp-991676	NbCu3Te4	1.0328209732840001	0.320918	0.136163	-2.006518
mp-996941	Cs2RbInBr6	0.38300502787600005	0.530408	11.481516	-85.441296
mp-996943	Cs2NaInBr6	0.30480778483599996	0.504972	4.462644	-59.732958
mp-996944	Cs2TlInBr6	0.284091132004	0.600418	5.415719	-51.821811
mp-996962	LiAgO2	0.8582503107239999	0.203699	1.309055	-64.461544
mp-996983	AgAuO2	2.3469228890890004	0.262484	1.189544	-27.503183
mp-996997	LiAgO2	0.581496228481	0.204298	1.020828	-52.285746
mp-997002	KAuO2	1.3437423216010003	0.258665	4.645946	-148.098514
mp-997041	NaCuO2	1.050360566641	0.225334	2.469274	-101.311832
mp-997089	NaAuO2	0.790436574225	0.095374	1.824007	-84.635449
mp-997618	BSb	0.376253426025	0.021801	0.044173	-3.348098
mp-998156	RbSnCl3	0.671047680625	0.311641	5.562401	-105.250567
mp-998198	RbCaBr3	0.353769196225	0.314289	8.944483	-97.509383
mp-998297	CsSrBr3	0.356334975844	0.277718	9.428329	-86.768768
mp-998433	CsSrBr3	0.33480573337600006	0.580986	3.721544	-60.235653
mp-998552	BaHfO3	0.9485201664	0.145734	3.367466	-220.419694
mp-998599	KCaBr3	0.348032743249	0.50501	3.263596	-71.688514
mp-9986	CsAuO	0.33303171392099995	0.579756	2.573673	-42.077426
mp-998603	RbPbBr3	0.5575728372640001	0.602337	5.070673	-77.967069
mp-998604	RbPbCl3	0.6412790384010001	0.527789	5.550899	-118.763277
mp-999498	N2	2.5618659398890005	0.054776	0.370891	-35.312639
mp-999549	WN2	0.594576703744	0.041228	0.002346	-0.17542
