Name	Frequency [meV]	ZPR [meV]	Reference_Alpha	Reference_ZPR [meV]
mp-7610	948.1108615541715	-197.31467	2.650762	-187.696455
mp-7611	859.0638120965021	-169.117635	2.381188	-161.879128
mp-7618	557.7888241312188	-252.86863	10.613317	-206.97654
mp-7622	1961.1653197596397	-1814.03361	32.694478	NaN
mp-7631	1200.1796843992884	-50.47522	0.423677	-50.020999
mp-7639	381.35091451577	-20.832326	0.792289	-20.572448
mp-7642	281.8327693454151	-25.100649	1.472052	-24.550312
mp-7643	259.8797799057704	-21.382958	1.45438	-20.92768
mp-7650	590.4022317805722	-196.074968	2.70254	-181.833678
mp-766	359.0325721111199	-13.177486	0.375932	-13.098855
mp-7667	577.5745924873733	-59.93293	2.545264	-57.769403
mp-7670	386.6085985219078	-28.297154	1.53513	-27.594872
mp-768368	224.94430771949854	-85.591806	3.42399	-78.238771
mp-7684	137.59546178792507	-8.748661	48.468841	-8.66451
mp-770932	1233.8156105390515	-138.095692	1.791579	-132.907954
mp-772290	747.5578241485347	-57.32569	0.8936	-56.251222
mp-773137	117.3301133845909	-14.349004	1.141177	-14.124815
mp-7738	264.08628112365074	-51.9964	1.587535	-50.515544
mp-774907	250.50960663077436	-49.797616	1.675236	-48.774727
mp-7752	98.40276444594272	-38.145205	1.135846	-36.972548
mp-776532	575.0208438313203	-216.986935	2.579176	-202.926254
mp-7770	126.63936003487326	-6.573088	0.257371	-6.543317
mp-7773	292.15618044171947	-9.005958	0.4743	-8.946862
mp-7774	262.6934510052548	-10.468617	0.635326	-10.374066
mp-7786	250.93022449437117	-17.71937	1.421825	-17.561867
mp-7801	851.3592284891652	-72.625248	1.103057	-71.270603
mp-7825	659.7049563864487	-274.864487	7.258119	-241.032991
mp-7848	1132.319364134618	-225.343623	2.625973	-216.254676
mp-7849	945.5682709237416	-184.906724	2.63876	-177.591444
mp-7863	434.03311892807307	-189.947031	23.882928	-168.649623
mp-7886	338.5203865101182	-271.209682	11.063571	-219.16435
mp-7891	245.03547016168065	-11.186933	0.358627	-11.129544
mp-7895	136.0416467527761	-156.136645	3.98708	-139.01803
mp-7896	149.97459228913524	-116.485725	3.38827	-107.068122
mp-7903	526.998446800911	-1007.295441	17.567519	-504.930968
mp-7906	527.9727103458173	-29.219893	0.910157	-28.89257
mp-7907	475.1860969213283	-16.277249	0.450615	-16.151231
mp-7908	361.72372411902523	-11.220914	0.382154	-11.151228
mp-7909	366.14835688007	-8.84975	0.344532	-8.804358
mp-7910	361.18539280720495	-9.102068	0.472503	-9.050459
mp-7911	660.1036097303704	-65.310903	2.301921	-63.349677
mp-7914	340.5543068219704	-284.490505	3.478402	-259.289562
mp-7921	914.9568231629586	-624.054499	8.24367	-452.542024
mp-7931	419.2563570092242	-27.686263	0.891167	-27.193371
mp-7936	340.6816894562228	-10.303821	0.24802	-10.268995
mp-7937	300.7818222568095	-6.125855	0.253464	-6.11037
mp-7938	238.39837213615397	-6.924558	0.346512	-6.902057
mp-7939	220.65401378214196	-5.004621	0.228913	-4.990532
mp-7940	235.71605390983905	-5.392667	0.298012	-5.375804
mp-7955	283.6378467403579	-17.940953	0.513938	-17.798443
mp-7956	169.57588514827773	-5.712508	0.324018	-5.683689
mp-7958	244.21786562737418	-237.979156	3.791996	-212.216813
mp-7972	230.66691083848193	-201.892679	3.439097	-182.909252
mp-7979	637.106968549414	-506.166246	14.16923	-367.269807
mp-7988	94.90650174932294	-66.63468	1.89604	-63.414856
mp-8000	1911.9190180054215	-191.832997	3.615397	-184.876832
mp-8016	278.2458776741838	-5.970178	0.155368	-5.951092
mp-8017	263.52972806946775	-3.203343	0.099233	-3.197072
mp-8039	309.64084381390467	-340.562597	3.836822	-297.106957
mp-804	172.8905176857761	-41.095222	0.459393	-40.726329
mp-8041	56.54172742716569	-65.46922	2.440414	-61.111854
mp-8042	1703.8855914212918	-192.318113	2.609963	-182.72172
mp-8058	1233.9829023457507	-153.990049	2.305516	-146.588357
mp-8062	118.52942744110764	-38.715144	0.3253	-38.557623
mp-8098	710.8992600009559	-71.347912	1.035118	-69.867371
mp-8127	1087.170836951272	-309.487306	5.268163	-282.982414
mp-8145	304.80778926693614	-183.129653	2.644329	-172.248267
mp-8147	420.5279542280235	-22.916628	1.661071	-22.516101
mp-8161	1001.9201423530297	-310.837922	5.540299	-261.682155
mp-8175	241.01694321385787	-70.717378	1.352018	-68.814194
mp-8176	219.1728375765118	-64.239235	1.309578	-62.512364
mp-8177	130.9784879109089	-81.641198	1.974465	-78.936001
mp-8180	1475.7872266501595	-712.943026	9.525437	-572.587373
mp-8187	722.6544426423671	-133.762993	3.390745	-124.86959
mp-8188	327.2762604663005	-222.618327	2.979226	-207.30473
mp-8200	637.3302944884949	-1.190569	0.059496	-1.190037
mp-8207	833.390998288221	-20.025551	0.730586	-19.917417
mp-8208	866.6930521490582	-22.02561	0.577777	-21.899731
mp-8212	911.9426136415105	-15.14317	0.523461	-15.083703
mp-8217	397.18234972459084	-193.901378	7.493483	-178.463089
mp-8224	258.56643727902514	-324.278347	5.984641	-274.688818
mp-8235	615.4929134433145	-53.868792	1.949878	-52.317777
mp-8248	961.6365350196266	-291.92529	13.538653	-242.86572
mp-8256	790.3188895158012	-273.262114	5.504402	-243.132987
mp-8257	599.2395907215764	-57.675449	1.829885	-55.756755
mp-8262	567.2940517000413	-39.282576	1.893421	-38.400414
mp-8267	773.9997352700208	-63.603045	3.408752	-61.963639
mp-827	650.0305594187723	-206.231676	6.332909	-192.054484
mp-8276	175.44419603551486	-17.813206	0.49112	-17.653828
mp-8277	131.45896953317603	-7.652641	0.232312	-7.613726
mp-8278	207.1840849524807	-29.78279	0.879022	-29.346151
mp-8279	123.5268085225844	-9.294152	0.304133	-9.241726
mp-8280	233.01690766044777	-20.682693	0.834967	-20.450415
mp-8289	350.9132763705751	-175.196356	4.505298	-165.390216
mp-8291	487.5233868942851	-1133.4397	14.17863	-582.626817
mp-8298	282.1884779383846	-43.626093	1.603811	-42.289205
mp-8299	221.50853740271094	-33.286227	1.737649	-32.436883
mp-830	88.06652865080333	-37.606848	0.42475	-37.406258
mp-8300	164.14130218439462	-23.840595	1.868921	-23.20579
mp-8311	459.8728564688206	-4.185316	0.127884	-4.180136
mp-8335	521.6210890410846	-178.688741	2.913544	-165.211715
mp-8361	128.04165255602138	-30.297467	2.698481	-28.587694
mp-8399	227.9831120439042	-157.804207	4.248385	-142.643789
mp-8402	291.83424782920326	-223.998359	4.046248	-202.875956
mp-8405	202.75179293885844	-9.002287	0.395407	-8.962442
mp-8407	321.1233537550291	-20.830978	0.595342	-20.661186
mp-8409	292.92638197762324	-209.234901	3.133306	-193.969468
mp-841	559.7921487894168	-345.644627	4.178616	-298.929503
mp-8411	305.8638645475257	-12.92949	0.652415	-12.805462
mp-8426	65.40938011823978	-51.20283	2.402115	-49.025587
mp-8430	402.29611670565305	-77.596741	2.060533	-75.009674
mp-8446	370.73907796914256	-32.853772	1.543653	-32.097467
mp-8452	406.1947052171928	-75.24866	1.978952	-73.044952
mp-8454	38.72617359090777	-244.323424	5.69283	-220.461526
mp-8455	28.124283319900506	-285.82771	8.27298	-232.671619
mp-8459	1735.4316044734765	-157.334878	3.93258	-151.81274
mp-856	598.1011247121281	-65.889978	1.002338	-64.965907
mp-8579	132.62638520139407	-17.016045	0.60507	-16.794185
mp-8615	1457.5969360237893	-381.027789	3.696646	-346.058237
mp-861937	41.08157986339803	-3.956537	0.231384	-3.93752
mp-862631	44.25968994580376	-3.865473	0.275162	-3.848645
mp-862868	146.54505028464865	-105.641752	5.045932	-86.171741
mp-862871	220.99080584093818	-126.624561	4.219155	-109.525733
mp-862947	40.75739744882878	-2.269244	0.20422	-2.262973
mp-864954	671.5204825237328	-23.565379	0.368355	-23.451903
mp-865185	270.88761469904375	-18.972148	0.48709	-18.855791
mp-865427	560.5394428739027	-257.622086	7.433183	-236.420649
mp-865500	651.7738830558937	-183.007781	3.040571	-170.381514
mp-8658	184.49687013145197	-39.003952	2.202549	-37.56723
mp-866132	47.446662759458576	-2.883027	0.320992	-2.876507
mp-866141	92.00520003274252	-10.34528	0.209415	-10.316408
mp-866291	17.211626733331013	-15.228682	0.874886	-15.058212
mp-867169	34.570135763928675	-0.457523	0.039485	-0.457302
mp-867193	33.62482187779221	-1.823165	0.130764	-1.819492
mp-867194	242.55501790596722	-22.62732	0.803116	-22.387281
mp-867203	369.5982422233407	-7.152587	0.316571	-7.111053
mp-867261	562.3133952500025	-207.184879	5.217148	-194.132117
mp-867300	620.3371756438924	-210.571878	2.900593	-194.86616
mp-867335	238.16101388390075	-19.147348	1.473048	-18.770274
mp-867339	18.998540285228533	-4.084917	0.494788	-4.062985
mp-867699	645.1636916703607	-101.021617	1.838948	-96.962263
mp-867730	885.874818960306	-107.970097	3.80686	-102.299565
mp-8697	1351.2226638453212	-314.560992	3.725826	-292.226892
mp-8703	183.37799890532528	-37.119515	1.94407	-35.705568
mp-8724	1074.0922206592015	-353.458121	11.273987	-281.981851
mp-8751	341.5571354087512	-68.815177	1.977	-66.409846
mp-8752	260.44614275861085	-20.119342	0.698369	-19.883117
mp-8753	222.85969655514054	-31.751392	1.482929	-30.985666
mp-8756	323.7713542287052	-51.061192	1.791809	-49.689634
mp-8759	1059.5935367554982	-180.57794	5.184617	-165.349802
mp-8789	295.3040836230318	-32.898217	1.079137	-32.334446
mp-8799	217.64793911480825	-64.014575	2.369948	-60.606498
mp-8812	398.0630562436843	-229.385535	7.83668	-206.844624
mp-8818	397.61172279213275	-124.364763	2.149329	-119.661969
mp-8857	330.2525128494359	-26.089454	2.612254	-25.415979
mp-886	1302.6156946267054	-91.948601	1.284167	-89.662998
mp-8861	493.74827072858926	-228.571604	4.930919	-198.510689
mp-8873	1311.9693211038818	-202.862167	2.161291	-195.285759
mp-8874	1320.6731683543055	-240.82347	2.232556	-230.696619
mp-8880	135.3353329781116	-17.232736	0.284272	-17.122871
mp-8881	107.54321804293528	-11.452004	0.237849	-11.391091
mp-8882	101.29159713092446	-6.014861	0.124966	-6.001576
mp-8884	56.704350067472014	-4.840338	0.190181	-4.819748
mp-8891	1064.500615579941	-274.885368	4.057557	-255.283533
mp-8922	551.039657840929	-74.74382	1.3418	-73.170692
mp-8930	370.5076461256061	-40.560569	2.184315	-39.202245
mp-8931	307.7491035476019	-14.835904	1.084486	-14.607593
mp-8932	533.4745599096847	-40.631516	1.973474	-39.707624
mp-8934	302.89410102362035	-15.916862	1.246624	-15.649003
mp-8978	421.015458210375	-78.235155	2.206625	-75.936415
mp-9008	164.11632276454185	-22.034239	2.088505	-21.453519
mp-9010	189.11870383237087	-41.628006	3.402693	-40.025353
mp-9062	326.7830575368369	-90.105424	3.880874	-79.125687
mp-9063	210.06393910757828	-59.878199	3.579218	-53.370769
mp-9064	165.12574360219116	-35.042772	2.615236	-32.81437
mp-9107	787.1683188302167	-45.787242	1.365595	-44.677218
mp-9124	68.26835329803329	-2.773807	0.088395	-2.771017
mp-9126	600.0869596407638	-128.570264	2.219594	-123.357061
mp-9143	1146.2184840625375	-441.97313	5.837185	-381.511986
mp-9144	941.7676108364889	-480.417361	6.823054	-384.896704
mp-9166	483.17427965730496	-231.275457	3.205322	-223.943409
mp-9195	320.2046818262919	-43.745186	1.550842	-42.486991
mp-9200	96.57563981801401	-55.266687	2.270468	-52.162776
mp-9205	940.3921091566995	-435.882668	12.928325	-331.807825
mp-924129	56.483120910819096	-5.527414	0.173533	-5.513985
mp-924130	63.7220203071859	-7.399816	0.206868	-7.378461
mp-9244	525.2047052652094	-31.963484	0.373818	-31.817993
mp-9250	293.34529594701826	-45.13678	1.788647	-43.955723
mp-9259	765.8536362811207	-163.514647	2.965906	-155.310072
mp-9262	331.43007330521993	-317.110039	15.480497	-262.624554
mp-9268	294.59224873487335	-66.940844	3.138182	-61.223958
mp-9273	174.54430416398813	-6.822259	0.70384	-6.775478
mp-9274	140.60793019418136	-12.037062	1.874083	-11.852889
mp-9295	105.9884724830401	-2.092364	0.139217	-2.089813
mp-9306	360.4860724429662	-64.327501	1.441155	-62.835961
mp-9307	291.2599114132046	-110.093738	2.985524	-104.308784
mp-9317	759.4496285010114	-57.539134	1.715242	-55.689373
mp-9321	278.80655398690874	-46.522238	1.499569	-45.085305
mp-9348	686.1406391956338	-269.552393	7.18139	-224.138027
mp-9361	157.87446615886753	-90.113137	2.634655	-85.067171
mp-9382	267.0276905246239	-37.809713	0.611922	-37.403738
mp-9383	248.39192668477023	-42.490925	0.681801	-41.936924
mp-9384	172.83387561056028	-13.869804	1.757691	-13.743657
mp-9385	113.77796543954886	-9.152499	1.131499	-9.069058
mp-9386	119.38796265724899	-9.626356	1.296932	-9.548336
mp-9437	70.53619925974165	-9.58244	0.218289	-9.550056
mp-9486	572.3779757185775	-309.999611	6.920351	-263.432309
mp-9514	427.8145998830327	-56.52965	0.791841	-55.769894
mp-9517	615.0059967254693	-46.857323	0.74478	-46.36118
mp-9562	477.91697613239677	-25.150994	0.54635	-24.968376
mp-9564	242.00887845761028	-25.364981	0.789048	-25.061765
mp-9565	213.86352805745648	-15.229603	0.553755	-15.106962
mp-9566	197.4201673685572	-14.639255	0.612075	-14.51641
mp-9567	191.5421459386356	-13.791284	0.651149	-13.678974
mp-9569	204.9633897135772	-19.212194	0.48442	-19.05374
mp-9570	110.77422742324443	-9.340753	0.267139	-9.291603
mp-9571	154.81145991973034	-8.271744	0.285938	-8.23316
mp-9573	185.40851970010473	-23.188616	0.776516	-22.894153
mp-9575	260.14872637140695	-12.719429	0.320413	-12.665187
mp-9610	899.8497952655333	-214.27018	2.607133	-207.514282
mp-961646	58.02030229917211	-5.261105	0.165453	-5.249265
mp-961648	46.20661653305279	-36.830833	1.617917	-36.072336
mp-961649	65.09819610045815	-17.598278	0.44313	-17.479059
mp-961657	59.94867215514972	-5.181666	0.179617	-5.170553
mp-961659	72.88440533852932	-8.704807	0.236093	-8.678967
mp-961660	78.44015089569494	-16.320943	0.344003	-16.236134
mp-961661	64.22450367011807	-6.086488	0.195297	-6.07217
mp-961673	73.19797563532667	-16.528849	0.366068	-16.435546
mp-961675	74.7391520765899	-11.569316	0.313689	-11.52472
mp-961678	62.56792148200197	-12.392288	0.368587	-12.331024
mp-961682	54.36350960900849	-5.987726	0.19826	-5.971342
mp-961683	84.40724215431999	-44.228632	1.067549	-43.639463
mp-961684	68.02343918484117	-34.529161	0.999117	-34.084003
mp-961685	51.466269115986904	-18.481342	0.662251	-18.314206
mp-961687	48.856569040863135	-4.579979	0.16967	-4.569322
mp-961693	42.48642822584895	-1.601092	0.070144	-1.599598
mp-961698	82.42297464292352	-11.689766	0.273735	-11.648509
mp-961706	72.73691923409403	-7.806772	0.215136	-7.785959
mp-961713	47.10261674330775	-7.141762	0.289797	-7.114802
mp-961774	35.91330894620341	-13.124147	0.895823	-13.003319
mp-9636	731.1961593966836	-225.811383	9.88135	-202.947984
mp-9664	828.9939297379906	-77.838782	3.239263	-74.785306
mp-966800	121.38053044938131	-3.620792	0.088036	-3.615446
mp-9672	516.0313979411787	-40.014601	2.188601	-39.044734
mp-9675	679.0000735187767	-52.49019	2.78129	-50.881536
mp-9687	324.60235004802547	-27.704405	1.637636	-27.123557
mp-971	94.60055761977864	-125.066868	2.733186	-115.296109
mp-9718	622.4736521897693	-39.999589	2.599864	-38.957563
mp-9720	704.4170715995062	-58.834093	2.834796	-56.874145
mp-972937	863.3021083110427	-58.297597	0.798053	-57.496197
mp-9731	192.72708442174036	-30.822293	2.793855	-29.842671
mp-973185	357.7614877148474	-93.349943	1.325363	-91.131614
mp-9732	339.78610694818724	-29.955967	1.005599	-29.306167
mp-974381	339.62890202973637	-3.640995	0.107148	-3.63619
mp-974603	330.06651129184024	-130.734579	4.048685	-119.902434
mp-975115	1297.6189628447182	-240.086989	9.809318	-219.333425
mp-975140	285.5345622123035	-20.030244	0.739752	-19.780683
mp-9755	1418.4827832417147	-134.426699	1.920875	-129.661096
mp-976280	246.77513787046595	-92.011617	1.888142	-88.303614
mp-976876	190.65712592038545	-28.53826	1.570693	-28.158183
mp-9774	148.45033485559017	-13.570752	0.780006	-13.381264
mp-9775	297.5121485393806	-13.014043	0.602618	-12.899431
mp-9778	293.48439905740685	-31.848582	1.538538	-31.083729
mp-9780	381.228519494157	-21.314381	1.448138	-20.81882
mp-978846	124.48455008366417	-43.114302	2.523643	-40.339308
mp-978847	332.75972286118366	-5.241354	0.128649	-5.23522
mp-979137	358.1273989947005	-9.85235	0.200829	-9.832178
mp-9794	481.85813718499014	-68.611037	5.297846	-63.965513
mp-980057	364.7992572890786	-10.600719	0.254457	-10.577788
mp-981	157.56051538084063	-234.999837	4.50931	-213.645011
mp-9812	1376.3794582573626	-185.484031	3.361843	-178.059124
mp-9821	741.8436784655776	-248.016999	9.83069	-220.108487
mp-983565	333.53948192014695	-5.14376	0.110779	-5.134937
mp-9839	357.3244471233971	-320.167816	5.190589	-276.61824
mp-9844	1899.2144271689908	-200.658314	4.016854	-191.688196
mp-9845	192.4275174884565	-24.64986	1.621582	-24.161211
mp-9846	140.37954220048124	-20.265384	1.510193	-19.849752
mp-984761	33.85000886636551	-12.454715	1.253828	-12.218796
mp-9855	753.2740128502678	-56.373606	1.794695	-54.585182
mp-985586	170.55849446624072	-93.626828	3.007829	-88.613835
mp-9856	386.16940324871183	-67.734756	4.054173	-62.688819
mp-9881	216.4865739252731	-32.370453	2.244301	-31.481428
mp-989400	244.19289034318697	-222.682482	5.450013	-200.599104
mp-989405	129.44447444235843	-80.104193	3.51554	-72.474444
mp-989407	1360.771634348545	-125.301891	1.71525	-121.162723
mp-989513	1358.2762233905785	-83.957931	1.369315	-82.143706
mp-989514	157.21225098584048	-136.462891	5.907458	-113.08044
mp-989520	160.84202950870636	-179.285912	12.793791	-146.499186
mp-989522	166.25941637528027	-0.788289	0.03508	-0.788069
mp-989523	259.4141246444589	-506.704784	8.225805	-325.170838
mp-989526	177.05971933616433	-353.131569	10.111389	-224.669056
mp-989527	258.7416985132172	-1274.48623	16.475077	-541.174597
mp-989529	146.1795277573562	-169.643876	13.693222	-146.333154
mp-989531	337.60654090306446	-189.045831	5.607693	-171.147694
mp-989532	202.28711783027958	-321.361562	12.274528	-224.045901
mp-989535	649.6919807524636	-97.520795	1.110501	-95.63517
mp-989536	275.51855513547855	-1129.974655	15.351303	-522.569662
mp-989537	175.60472602905867	-250.407129	8.71422	-196.650431
mp-989538	154.32747125308651	-184.722533	5.020297	-158.232266
mp-989539	940.2491722843566	-103.628965	1.120035	-101.720173
mp-989541	230.90017891751754	-590.785999	12.369743	-337.980753
mp-989545	181.75539948093936	-168.540901	10.338274	-137.048886
mp-989547	231.4440437498283	-128.326328	7.179987	-113.363207
mp-989548	226.48101764198015	-360.418399	8.798554	-233.454098
mp-989558	201.5330205759829	-287.994174	7.968034	-226.011106
mp-989561	383.94933249530465	-185.127892	5.753814	-168.947386
mp-989562	343.7934634633904	-311.416113	6.037159	-242.017561
mp-989563	143.46668831936688	-125.61924	7.675995	-106.478178
mp-989565	207.88569233976227	-283.587004	8.960276	-225.890216
mp-989566	206.40394127662228	-237.645626	7.215327	-198.846224
mp-989567	107.98807917791902	-387.436771	12.153729	-223.453236
mp-989570	201.99379161629335	-159.781942	7.211508	-129.61393
mp-989571	172.62110802559923	-107.800556	5.001087	-96.020172
mp-989575	660.8458831168924	-110.934457	1.290272	-108.522659
mp-989579	189.6389457431255	-124.025297	4.697001	-107.776077
mp-989583	199.896852032965	-148.716339	5.07275	-128.072371
mp-989605	308.3835187768789	-229.111953	9.213765	-193.328445
mp-989608	179.9312938888538	-117.44918	4.26342	-106.983986
mp-989610	692.4666814090106	-122.054064	1.318703	-119.260636
mp-989616	1521.6478451329272	-87.035903	1.380705	-85.302109
mp-989618	336.6305197003044	-191.18741	6.476772	-170.514191
mp-989629	375.70197587135897	-263.712783	11.626809	-221.200808
mp-989638	995.41794973737	-20.561225	0.506689	-20.455239
mp-989639	322.2655997627796	-226.670725	7.76057	-193.833792
mp-989642	546.8195999114132	-128.963115	1.510026	-125.368509
mp-989643	811.2519369846666	-42.679547	1.216053	-42.16737
mp-9900	656.5299811385212	-7.297123	0.277226	-7.269873
mp-9915	428.36200070937883	-31.069702	0.578885	-30.814822
mp-991652	93.25401387009	-3.69495	0.295488	-3.687696
mp-991676	100.7557472184274	-2.008997	0.136163	-2.006518
mp-996941	158.43809947245248	-101.378743	11.481515	-85.441297
mp-996943	90.21684726923758	-65.482018	4.462643	-59.732958
mp-996944	66.93971284446097	-59.980822	5.415719	-51.821809
mp-996962	854.1343882711546	-65.626586	1.309053	-64.461544
mp-996983	627.6285028722913	-27.766338	1.189541	-27.503184
mp-996997	703.9620160489699	-53.049756	1.020826	-52.285744
mp-997002	741.7728676002267	-156.949507	4.645945	-148.098516
mp-997041	889.705239296774	-104.194781	2.469275	-101.311831
mp-997089	405.3485190983495	-86.819731	1.824007	-84.635448
mp-997618	75.79512396554098	-3.34993	0.044173	-3.348098
mp-998156	111.0630623044558	-153.545314	5.562401	-105.250567
mp-998198	105.0438947453695	-133.127584	8.944484	-97.509385
mp-998297	106.27669528575177	-110.619778	9.428328	-86.768768
mp-998433	287.15492010596756	-66.699554	3.721546	-60.235654
mp-998552	301.0543708871302	-245.461234	3.367466	-220.419695
mp-998599	370.50589673908325	-78.44003	3.263597	-71.688512
mp-9986	471.0003402017893	-43.337532	2.573673	-42.077427
mp-998603	250.1805730805284	-96.471764	5.070673	-77.967069
mp-998604	337.1911960130293	-155.867792	5.550899	-118.763278
mp-999498	238.44068826594426	-35.443757	0.37089	-35.312639
mp-999549	162.73786821955787	-0.175425	0.002346	-0.17542
